id;char;pinyin;translation;hsk_level
674;改变;gǎi biàn;"to change; to alter; to transform";2
675;干杯;gān bēi;"to drink a toast; Cheers! (proposing a toast); Here’s to you!; Bottoms up!; lit. dry cup";2
676;感到;gǎn dào;"to feel; to sense; to have the feeling that; to think that; to move; to affect";2
677;感动;gǎn dòng;"to move (sb); to touch (sb emotionally); moving";2
678;感觉;gǎn jué;"to feel; to become aware of; feeling; sense; perception";2
679;感谢;gǎn xiè;"(express) thanks; gratitude; grateful; thankful; thanks";2
680;干活儿;gàn huór;erhua variant of 幹活|干活[gàn huó];2
681;刚;gāng;"hard; firm; strong; just; barely; exactly";2
682;刚才;gāng cái;"just now; (just) a moment ago";2
683;刚刚;gāng gāng;"just recently; just a moment ago";2
684;高级;gāo jí;"high level; high grade; advanced; high-ranking";2
685;高中;gāo zhōng;"senior high school; abbr. for 高級中學|高级中学[gāo jí zhōng xué]";2
686;个子;gè zi;"height; stature; build; size";2
687;更;gèng;"more; even more; further; still; still more";2
688;公共汽车;gōng gòng qì chē;bus;2
689;公交车;gōng jiāo chē;"public transport vehicle; town bus";2
690;公斤;gōng jīn;kilogram (kg);2
691;公里;gōng lǐ;kilometer;2
692;公路;gōng lù;"highway; road";2
693;公平;gōng píng;"fair; impartial";2
694;公司;gōng sī;"(business) company; company; firm; corporation; incorporated";2
695;公园;gōng yuán;park (for public recreation);2
696;狗;gǒu;dog;2
697;够;gòu;"enough (sufficient); enough (too much); (coll.) (before adj.) really; (coll.) to reach by stretching out";2
698;故事;gù shi;"narrative; story; tale";2
699;故意;gù yì;"deliberately; on purpose";2
700;顾客;gù kè;"client; customer";2
701;关机;guān jī;"to turn off (a machine or device); to finish shooting a film";2
702;关心;guān xīn;"to be concerned about; to care about";2
703;观点;guān diǎn;"point of view; viewpoint; standpoint";2
704;广场;guǎng chǎng;"public square; plaza";2
705;广告;guǎng gào;"to advertise; a commercial; advertisement";2
706;国际;guó jì;international;2
707;过来;guò lái;"to come over; to manage; to handle; to be able to take care of";2
708;过年;guò nián;to celebrate the Chinese New Year;2
709;过去;guò qù;"to go over; to pass by";2
710;过;guò;(experienced action marker);2
711;海;hǎi;"ocean; sea; great number of people or things; (dialect) numerous";2
712;海边;hǎi biān;"coast; seaside; seashore; beach";2
713;喊;hǎn;"to yell; to shout; to call out for (a person)";2
714;好;hǎo;"good to; easy to; very";2
715;好处;hǎo chù;"benefit; advantage; gain; profit; also pr. [hǎo chù]";2
716;好多;hǎo duō;"many; quite a lot; much better";2
717;好久;hǎo jiǔ;quite a while;2
718;好人;hǎo rén;"good person; nice guy, healthy person; person who tries to get along with everyone";2
719;好事;hǎo shì;"good action, deed, thing or work (also sarcastic, “a fine thing indeed”); charity; happy occasion; Daoist or Buddhist ceremony for the souls of the dead";2
720;好像;hǎo xiàng;"as if; to seem like";2
721;合适;hé shì;"suitable; fitting; appropriate";2
722;河;hé;river;2
723;黑;hēi;"black; dark; sinister; secret; shady; illegal; to hide (sth) away; to vilify; (loanword) to hack (computing)";2
724;黑板;hēi bǎn;blackboard;2
725;黑色;hēi sè;black;2
726;红;hóng;"red; popular; revolutionary; bonus";2
727;红色;hóng sè;"red (color); revolutionary";2
728;后来;hòu lái;"afterwards; later";2
729;忽然;hū rán;"suddenly; all of a sudden";2
730;湖;hú;lake;2
731;护照;hù zhào;passport;2
732;花;huā;to spend (money, time);2
733;花园;huā yuán;garden;2
734;画;huà;"to draw; picture; painting; classifier for paintings etc; variant of 劃|划[huà]";2
735;画家;huà jiā;painter;2
736;画儿;huàr;"picture; drawing; painting";2
737;坏处;huài chù;"harm; troubles";2
738;坏人;huài rén;"bad person; villain";2
739;欢迎;huān yíng;"to welcome; welcome";2
740;换;huàn;"to exchange; to change (clothes etc); to substitute; to switch; to convert (currency)";2
741;黄;huáng;"yellow; pornographic; to fall through";2
742;黄色;huáng sè;"yellow (color); pornographic";2
743;回;huí;"one time; classifier for acts of a play; section or chapter (of a classic book)";2
744;回国;huí guó;to return to one’s home country;2
745;会;huì;"meeting; union; group; association; a moment";2
746;活动;huó dòng;"to exercise; to move about; to operate; to use connections (personal influence); loose; shaky; active; movable; activity; campaign; maneuver; behavior";2
747;或;huò;"maybe; perhaps; might; possibly; or";2
748;或者;huò zhě;"or; possibly; maybe; perhaps";2
749;机会;jī huì;"opportunity; chance; occasion";2
750;鸡;jī;"fowl; chicken; (slang) prostitute";2
751;级;jí;"level; grade; rank; step (of stairs); classifier: step, level";2
752;急;jí;"urgent; pressing; rapid; hurried; worried; to make (sb) anxious";2
753;计划;jì huà;"plan; project; program; to plan; to map out";2
754;计算机;jì suàn jī;"computer; (Tw) calculator";2
755;加;jiā;"to add; plus; (used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned); to apply (restrictions etc) to (sb); to give (support, consideration etc) to (sth)";2
756;加油;jiā yóu;"to add oil; to top up with gas; to refuel; to accelerate; to step on the gas; (fig.) to make an extra effort; to cheer sb on";2
757;家;kē xué jiā;"home; family; (polite) my (sister, uncle etc); classifier for families or businesses; refers to the philosophical schools of pre-Han China; noun suffix for a specialist in some activity, such as a musician or revolutionary, corresponding to English -ist, -er, -ary or -ian";2
758;家庭;jiā tíng;"family; household";2
759;家长;jiā zhǎng;"head of a household; family head; patriarch; parent or guardian of a child";2
760;假;jiǎ;"fake; false; artificial; to borrow; if; suppose";2
761;假期;jià qī;vacation;2
762;检查;jiǎn chá;"inspection; to examine; to inspect";2
763;见到;jiàn dào;to see;2
764;见过;jiàn guo;to have seen before;2
765;件;jiàn;"item; component; classifier for events, things, clothes etc";2
766;健康;jiàn kāng;"health; healthy";2
767;讲;jiǎng;"to speak; to explain; to negotiate; to emphasise; to be particular about; as far as sth is concerned; speech; lecture";2
768;讲话;jiǎng huà;"a speech; to speak; to talk; to address";2
769;交;jiāo;"to hand over; to deliver; to pay (money); to turn over; to make friends; to intersect (lines); variant of 跤[jiāo]";2
770;交给;jiāo gěi;"to give; to deliver; to hand over";2
771;交朋友;jiāo péng you;"to make friends; (dialect) to start an affair with sb";2
772;交通;jiāo tōng;"to be connected; traffic; transportation; communications; liaison";2
773;角;jiǎo;"angle; corner; horn; horn-shaped; unit of money equal to 0.1 yuan, or 10 cents (a dime)";2
774;角度;jiǎo dù;"angle; point of view";2
775;饺子;jiǎo zi;"dumpling; pot-sticker";2
776;脚;jiǎo;"foot; leg (of an animal or an object); base (of an object); classifier for kicks";2
777;叫作;jiào zuò;"to call; to be called";2
778;教师;jiào shī;teacher;2
779;教室;jiào shì;classroom;2
780;教学;jiào xué;"to teach; teaching and learning; education";2
781;教育;jiào yù;"to educate; to teach; education";2
782;接;jiē;"to receive; to answer (the phone); to meet or welcome sb; to connect; to catch; to join; to extend; to take one’s turn on duty; to take over for sb";2
783;接到;jiē dào;to receive (letter etc);2
784;接受;jiē shòu;"to accept; to receive";2
785;接下来;jiē xià lái;"to accept; to take; next; following";2
786;接着;jiē zhe;"to catch and hold on; to continue; to go on to do sth; to follow; to carry on; then; after that; subsequently; to proceed; to ensue; in turn; in one’s turn";2
787;街;jiē;street;2
788;节;jié;"festival; holiday; node; joint; section; segment; part; to economize; to save; to abridge; moral integrity; classifier for segments, e.g. lessons, train wagons, biblical verses";2
789;节目;jié mù;"program; item (on a program)";2
790;节日;jié rì;"holiday; festival";2
791;结果;jié guǒ;"outcome; result; conclusion; in the end; as a result; to kill; to dispatch";2
792;借;jiè;"to lend; to borrow; by means of; to take (an opportunity)";2
793;斤;jīn;"catty; (PRC) weight equal to 500 g; (Tw) weight equal to 600 g; (HK, Malaysia, Singapore) slightly over 604 g";2
794;今后;jīn hòu;"hereafter; henceforth; in the future; from now on";2
795;进入;jìn rù;"to enter; to join; to go into";2
796;进行;jìn xíng;"to advance; to conduct; underway; in progress; to do; to carry out; to carry on; to execute";2
797;近;jìn;"near; close to; approximately";2
798;经常;jīng cháng;"frequently; constantly; regularly; often; day-to-day; everyday; daily";2
799;经过;jīng guò;"to pass; to go through; process; course";2
800;经理;jīng lì;"manager; director";2
801;酒;jiǔ;"wine (esp. rice wine); liquor; spirits; alcoholic beverage";2
802;酒店;jiǔ diàn;"wine shop; pub (public house); hotel; restaurant; (Tw) hostess club";2
803;就要;jiù yào;"will; shall; to be going to";2
804;举;jǔ;"to lift; to hold up; to cite; to enumerate; to act; to raise; to choose; to elect; act; move; deed";2
805;举手;jǔ shǒu;"to raise a hand; to put up one’s hand (as signal)";2
806;举行;jǔ xíng;to hold (a meeting, ceremony etc);2
807;句;jù;"sentence; clause; phrase; classifier for phrases or lines of verse";2
808;句子;jù zi;sentence;2
809;卡;kǎ;"to stop; to block; (computing) (coll.) slow; (loanword) card; truck (from “car”); calorie (abbr. for 卡路里[kǎ lù lǐ]); cassette";2
810;开机;kāi jī;"to start an engine; to boot up (a computer); to press Ctrl-Alt-Delete; to begin shooting a film or TV show";2
811;开心;kāi xīn;"to feel happy; to rejoice; to have a great time; to make fun of sb";2
812;开学;kāi xué;"foundation of a University or College; school opening; the start of a new term";2
813;看法;kàn fǎ;"way of looking at a thing; view; opinion";2
814;考生;kǎo shēng;"exam candidate; student whose name has been put forward for an exam";2
815;靠;kào;"to lean against or on; to stand by the side of; to come near to; to depend on; to trust; to fuck (vulgar); traditional military costume drama where the performers wear armor (old)";2
816;科;kē;"branch of study; administrative section; division; field; branch; stage directions; family (taxonomy); rules; laws; to mete out (punishment); to levy (taxes etc); to fine sb";2
817;科学;kē xué;"science; scientific knowledge; scientific; rational";2
818;可爱;kě’ài;"adorable; cute; lovely";2
819;可能;kě néng;"might (happen); possible; probable; possibility; probability; maybe; perhaps";2
820;可怕;kě pà;"awful; dreadful; fearful; formidable; frightful; scary; hideous; horrible; terrible; terribly";2
821;可是;kě shì;"but; however; (used for emphasis) indeed";2
822;可以;kě yǐ;"can; may; possible; able to; not bad; pretty good";2
823;克;kè;"to be able to; to subdue; to restrain; to overcome; gram; Tibetan unit of land area, about 6 ares";2
824;刻;kè;"quarter (hour); moment; to carve; to engrave; to cut; oppressive; classifier for short time intervals";2
825;客人;kè rén;"visitor; guest; customer; client";2
826;课堂;kè táng;classroom;2
827;空气;kōng qì;"air; atmosphere";2
828;哭;kū;"to cry; to weep";2
829;快餐;kuài cān;"fast food; snack; quick meal";2
830;快点儿;kuài diǎnr;erhua variant of 快點|快点[kuài diǎn];2
831;快乐;kuài lè;"happy; merry";2
832;快要;kuài yào;"almost; nearly; almost all";2
833;筷子;kuài zi;chopsticks;2
834;拉;lā;"to pull; to play (a bowed instrument); to drag; to draw; to chat";2
835;来自;lái zì;"to come from (a place); From: (in email header)";2
836;蓝;lán;"blue; indigo plant";2
837;蓝色;lán sè;blue (color);2
838;篮球;lán qiú;basketball;2
839;老;lǎo;"prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity; old (of people); venerable (person); experienced; of long standing; always; all the time; of the past; very; outdated; (of meat etc) tough";2
840;老;lǎo wáng;"prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity; old (of people); venerable (person); experienced; of long standing; always; all the time; of the past; very; outdated; (of meat etc) tough";2
841;老年;lǎo nián;"elderly; old age; autumn of one’s years";2
842;老朋友;lǎo péng you;"old friend; (slang) period; menstruation";2
843;老是;lǎo shì;always;2
844;离;lí;"to leave; to part from; to be away from; (in giving distances) from; without (sth); independent of; one of the Eight Trigrams 八卦[bā guà], symbolizing fire; ☲";2
845;离开;lí kāi;"to depart; to leave";2
846;礼物;lǐ wù;"gift; present";2
847;里头;lǐ tou;"inside; interior";2
848;理想;lǐ xiǎng;"an ideal; a dream; ideal; perfect";2
849;例如;lì rú;"for example; for instance; such as";2
850;例子;lì zi;"case; (for) instance; example";2
851;脸;liǎn;face;2
852;练;liàn;"to practice; to train; to drill; to perfect (one’s skill); exercise";2
853;练习;liàn xí;"to practice; exercise; drill; practice";2
854;凉;liáng;"cool; cold";2
855;凉快;liáng kuai;"nice and cold; pleasantly cool";2
856;两;liǎng;"two; both; some; a few; tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jīn] (old)";2
857;亮;liàng;"bright; clear; resonant; to shine; to show; to reveal";2
858;辆;liàng;classifier for vehicles;2
859;零下;líng xià;below zero;2
860;留;liú;"to leave (a message etc); to retain; to stay; to remain; to keep; to preserve";2
861;留下;liú xià;"to leave behind; to stay behind; to remain; to keep; not to let (sb) go";2
862;留学生;liú xué shēng;"student studying abroad; (foreign) exchange student";2
863;流;liú;"to flow; to disseminate; to circulate or spread; to move or drift; to degenerate; to banish or send into exile; stream of water or sth resembling one; class, rate or grade";2
864;流利;liú lì;fluent;2
865;流行;liú xíng;"(of a contagious disease etc) to spread; to propagate; (of a style of clothing, song etc) popular; fashionable";2
866;路边;lù biān;"curb; roadside; wayside";2
867;旅客;lǚ kè;"traveler; tourist";2
868;旅行;lǚ xíng;"to travel; journey; trip";2
869;旅游;lǚ yóu;"trip; journey; tourism; travel; tour; to travel";2
870;绿;lǜ;green;2
871;绿色;lǜ sè;green;2
872;卖;mài;"to sell; to betray; to spare no effort; to show off or flaunt";2
873;满;mǎn;"to fill; full; filled; packed; fully; completely; quite; to reach the limit; to satisfy; satisfied; contented";2
874;满意;mǎn yì;"satisfied; pleased; to one’s satisfaction";2
875;猫;māo;"cat; (dialect) to hide oneself; (coll.) modem";2
876;米;mǐ;"rice; meter (classifier)";2
877;面;miàn;"face; side; surface; aspect; top; classifier for flat surfaces such as drums, mirrors, flags etc";2
878;面;miàn;"flour; noodles; (of food) soft (not crunchy); (slang) (of a person) ineffectual; spineless.";2
879;面前;miàn qián;"in front of; facing; (in the) presence (of)";2
880;名;míng;"name; noun (part of speech); place (e.g. among winners); famous; classifier for people";2
881;名称;míng chēng;"name (of a thing); name (of an organization)";2
882;名单;míng dān;list (of names);2
883;明星;míng xīng;"star; celebrity";2
884;目的;mù dì;"purpose; aim; goal; target; objective";2
885;拿出;ná chū;"to take out; to put out; to provide; to put forward (a proposal); to come up with (evidence)";2
886;拿到;ná dào;to get, to obtain;2
887;那;nà;then (in that case);2
888;那会儿;nà huìr;at that time, at that moment;2
